2025-04-13 20:05:08,580 - ZAPScanner - INFO - Found ZAP at: /Applications/ZAP.app/Contents/Java
2025-04-13 20:05:09,948 - ZAPScanner - INFO - Starting Quick Scan of http://http://testphp.vulnweb.com/
2025-04-13 20:05:09,948 - ZAPScanner - INFO - Running quick scan (timeout: 300s)
2025-04-13 20:05:09,948 - ZAPScanner - INFO - Running command: /Applications/ZAP.app/Contents/Java/zap.sh -cmd -quickurl http://http://testphp.vulnweb.com/ -quickout reports/quick_scan_20250413-200509.html -quickprogress
2025-04-13 20:05:10,696 - ZAPScanner - ERROR - Command failed with exit code 1
2025-04-13 20:05:10,696 - ZAPScanner - ERROR - Error output: The home directory is already in use. Ensure no other ZAP instances are running with the same home directory: /Users/ratish_jha/Library/Application Support/ZAP/

2025-04-13 20:05:10,696 - ZAPScanner - ERROR - Scan failed
2025-04-13 20:05:10,696 - ZAPIntegration - ERROR - Scan failed to generate a report
2025-04-13 20:07:01,417 - ZAPScanner - INFO - Found ZAP at: /Applications/ZAP.app/Contents/Java
2025-04-13 20:07:02,666 - ZAPScanner - INFO - Starting Quick Scan of http://http://testphp.vulnweb.com/
2025-04-13 20:07:02,667 - ZAPScanner - INFO - Running quick scan (timeout: 300s)
2025-04-13 20:07:02,667 - ZAPScanner - INFO - Running command: /Applications/ZAP.app/Contents/Java/zap.sh -cmd -quickurl http://http://testphp.vulnweb.com/ -quickout reports/quick_scan_20250413-200702.html -quickprogress
2025-04-13 20:07:03,159 - ZAPScanner - ERROR - Command failed with exit code 1
2025-04-13 20:07:03,159 - ZAPScanner - ERROR - Error output: The home directory is already in use. Ensure no other ZAP instances are running with the same home directory: /Users/ratish_jha/Library/Application Support/ZAP/

2025-04-13 20:07:03,159 - ZAPScanner - ERROR - Scan failed
2025-04-13 20:07:03,159 - ZAPIntegration - ERROR - Scan failed to generate a report
2025-04-13 20:07:24,402 - ZAPScanner - INFO - Starting Baseline Scan of http://http://testphp.vulnweb.com/
2025-04-13 20:07:24,404 - ZAPScanner - INFO - Running baseline scan (timeout: 1200s)
2025-04-13 20:07:24,404 - ZAPScanner - INFO - Running command: /Applications/ZAP.app/Contents/Java/zap.sh -cmd -quickurl http://http://testphp.vulnweb.com/ -quickout reports/baseline_scan_20250413-200724.html -quickprogress
2025-04-13 20:07:24,873 - ZAPScanner - ERROR - Command failed with exit code 1
2025-04-13 20:07:24,873 - ZAPScanner - ERROR - Error output: The home directory is already in use. Ensure no other ZAP instances are running with the same home directory: /Users/ratish_jha/Library/Application Support/ZAP/

2025-04-13 20:07:24,873 - ZAPScanner - ERROR - Scan failed
2025-04-13 20:07:24,873 - ZAPIntegration - ERROR - Scan failed to generate a report
2025-04-13 20:07:25,969 - ZAPScanner - INFO - Found ZAP at: /Applications/ZAP.app/Contents/Java
2025-04-13 20:07:27,084 - ZAPScanner - INFO - Starting Baseline Scan of http://http://testphp.vulnweb.com/
2025-04-13 20:07:27,085 - ZAPScanner - INFO - Running baseline scan (timeout: 1200s)
2025-04-13 20:07:27,086 - ZAPScanner - INFO - Running command: /Applications/ZAP.app/Contents/Java/zap.sh -cmd -quickurl http://http://testphp.vulnweb.com/ -quickout reports/baseline_scan_20250413-200727.html -quickprogress
2025-04-13 20:07:27,625 - ZAPScanner - ERROR - Command failed with exit code 1
2025-04-13 20:07:27,625 - ZAPScanner - ERROR - Error output: The home directory is already in use. Ensure no other ZAP instances are running with the same home directory: /Users/ratish_jha/Library/Application Support/ZAP/

2025-04-13 20:07:27,625 - ZAPScanner - ERROR - Scan failed
2025-04-13 20:07:27,625 - ZAPIntegration - ERROR - Scan failed to generate a report
2025-04-13 20:07:43,636 - ZAPScanner - INFO - Found ZAP at: /Applications/ZAP.app/Contents/Java
